Gene1,Gene2,Score
JUN,PAFAH1B2,1618.0
JUN,ZFP869,1443.0
JUN,TCIRG1,1511.0
JUN,RASSF5,1675.0
JUN,CHP1,1486.0
JUN,NEU1,1511.0
JUN,PLD3,1885.0
JUN,TMUB2,1360.0
JUN,HK3,1823.0
JUN,UNK,1287.0
JUN,PGGHG,2235.0
JUN,ARHGAP18,1247.0
JUN,CHMP7,1298.0
JUN,VIPAS39,1904.0
JUN,PRKAB1,1629.0
JUN,TPM4,1436.0
JUN,SLC30A5,1198.0
JUN,TRMT2A,1230.0
JUN,PAQR7,1690.0
JUN,IFNAR1,1486.0
JUN,SOCS5,1368.0
JUN,EBI3,2179.0
JUN,CYFIP1,1402.0
JUN,BIRC2,1253.0
JUN,XAF1,1396.0
JUN,DUSP1,1174.0
JUN,ELMO2,1483.0
JUN,RTP4,1598.0
JUN,PLIN3,1112.0
JUN,NAMPT,1208.0
JUN,MYADM,1495.0
JUN,GBP7,1389.0
JUN,CYTIP,1277.0
JUN,UBAP1,1202.0
JUN,TUBGCP2,1304.0
JUN,CDIP1,1307.0
JUN,ANXA2,1098.0
JUN,CYP4V3,1457.0
JUN,CFP,1384.0
JUN,UBE2L6,1578.0
JUN,LGALS8,1659.0
JUN,GOSR2,1283.0
JUN,VAMP3,1068.0
JUN,ZFP386,1257.0
JUN,GALK2,1203.0
JUN,MARS,1093.0
JUN,TMC6,988.0
JUN,ILVBL,1116.0
JUN,RIC8A,1254.0
JUN,CTLA2B,1511.0
JUN,IPO4,1211.0
JUN,DEF8,1042.0
JUN,RANGAP1,1169.0
JUN,POT1A,880.0
JUN,GBP2,1571.0
JUN,TNIP3,1995.0
JUN,WDR13,940.0
JUN,NDEL1,1034.0
JUN,P2RX4,1047.0
JUN,TCF12,950.0
JUN,GAA,1013.0
JUN,MS4A6B,1157.0
JUN,PHF11B,1924.0
JUN,RFC4,1063.0
JUN,ARL11,1043.0
JUN,SFXN3,953.0
JUN,FZR1,875.0
JUN,SGMS1,1238.0
JUN,ERAP1,1366.0
JUN,EDC3,1113.0
JUN,WFDC17,1276.0
JUN,TOR4A,1017.0
JUN,PAFAH2,1022.0
JUN,HEATR5A,1884.0
JUN,FBXW5,1239.0
JUN,CTC1,954.0
JUN,ARAP1,914.0
JUN,GOLPH3,1143.0
JUN,TOR3A,1064.0
JUN,LRMP,1028.0
JUN,HSD3B7,1146.0
JUN,PAK1,1681.0
JUN,DUSP6,1021.0
JUN,PTPN22,1140.0
JUN,AFG3L2,1998.0
JUN,KIF23,1197.0
JUN,IGSF6,1614.0
JUN,TBC1D15,802.0
JUN,GALNT6,1044.0
JUN,NUP107,841.0
JUN,TMEM43,923.0
JUN,RGCC,858.0
JUN,TNFRSF21,1022.0
JUN,SMPDL3A,1052.0
JUN,AW549877,611.0
JUN,INPP5K,736.0
JUN,KPNA3,602.0
JUN,GSKIP,1029.0
JUN,LONP1,868.0
JUN,TYROBP,866.0
JUN,YTHDF3,762.0
JUN,ZFP367,851.0
JUN,ZFP655,841.0
JUN,CAST,1296.0
JUN,GIMAP6,948.0
JUN,RGS1,963.0
JUN,CTSC,825.0
JUN,CALCRL,767.0
JUN,HMG20A,897.0
JUN,PCMTD1,830.0
JUN,CASP4,1709.0
JUN,ABCF3,787.0
JUN,CHKA,1012.0
JUN,ANKS3,810.0
JUN,CLPTM1L,934.0
JUN,EXOC2,1991.0
JUN,STAT2,1095.0
JUN,AHCYL1,767.0
JUN,WDR45B,698.0
JUN,IDH1,1173.0
JUN,DUSP2,1495.0
JUN,TNFRSF1B,1222.0
JUN,ARID5A,869.0
JUN,TMEM30A,767.0
JUN,CHMP3,1561.0
JUN,ABTB1,738.0
JUN,FEM1C,747.0
JUN,KAT7,717.0
JUN,UHRF1,759.0
JUN,AMPD2,1038.0
JUN,TBXAS1,1094.0
JUN,MICU1,762.0
JUN,DNAJC10,790.0
JUN,NBEAL2,965.0
JUN,RAB44,1149.0
JUN,FOXRED1,1021.0
JUN,SCFD1,728.0
JUN,STK25,827.0
JUN,ZFP945,897.0
JUN,PNPLA8,791.0
JUN,RASA3,609.0
JUN,AKNA,696.0
JUN,FAM136A,769.0
JUN,UBE2G2,635.0
JUN,LANCL2,746.0
JUN,RCC1,1297.0
JUN,ZFP715,898.0
JUN,CTSZ,1085.0
JUN,NCOA7,961.0
JUN,TBL3,863.0
JUN,BTBD9,883.0
JUN,LDHB,1073.0
JUN,KCTD12,1017.0
JUN,ERLIN1,796.0
JUN,PITPNB,708.0
JUN,ADSSL1,863.0
JUN,CD53,822.0
JUN,CD69,1923.0
JUN,POR,555.0
JUN,STRIP1,575.0
JUN,FBXL3,1490.0
JUN,ARL8B,444.0
JUN,KDM3A,860.0
JUN,LY6A,899.0
JUN,MTREX,651.0
JUN,TIMM29,584.0
JUN,NADK,2080.0
JUN,USP8,518.0
JUN,STX5A,612.0
JUN,CST7,1024.0
JUN,ARL6IP6,1672.0
JUN,DENND1C,757.0
JUN,ABHD16A,712.0
JUN,ZFP62,594.0
JUN,ASAH1,1010.0
JUN,BCL2,608.0
JUN,JUNB,703.0
JUN,ATF7,634.0
JUN,GCNT2,968.0
JUN,TOX4,590.0
JUN,MAPKAPK3,727.0
JUN,RAB32,1556.0
JUN,TARS,738.0
JUN,MYSM1,644.0
JUN,VPS33B,615.0
JUN,AIG1,1056.0
JUN,IRGM1,728.0
JUN,CNOT10,522.0
JUN,ATP9B,515.0
JUN,PSEN1,741.0
JUN,RMND5A,863.0
JUN,COPG1,734.0
JUN,USP3,947.0
JUN,PAPSS1,546.0
JUN,HAUS2,690.0
JUN,MTMR6,674.0
JUN,BAP1,725.0
JUN,SDF2L1,1165.0
JUN,ANXA5,738.0
JUN,CDCA4,586.0
JUN,SESN1,650.0
JUN,DOK2,547.0
JUN,IMPACT,598.0
JUN,METTL7A1,772.0
JUN,CUL3,560.0
JUN,CTSS,680.0
JUN,PLAA,806.0
JUN,PROCR,925.0
JUN,FCGR3,807.0
JUN,SERPINA3G,1040.0
JUN,VPS26C,547.0
JUN,RNF14,1700.0
JUN,SAMD9L,1214.0
JUN,PHAX,540.0
JUN,LPCAT3,389.0
JUN,ELF4,617.0
JUN,MYO5A,611.0
JUN,RABIF,478.0
JUN,TFEC,790.0
JUN,PLEKHO2,790.0
JUN,FCHSD2,1345.0
JUN,CD82,534.0
JUN,FLCN,621.0
JUN,ARRDC1,644.0
JUN,RCBTB2,1183.0
JUN,D10WSU102E,512.0
JUN,IKBKG,672.0
JUN,PPCDC,448.0
JUN,ABI1,794.0
JUN,MKI67,1013.0
JUN,NDRG1,1202.0
JUN,DNPEP,493.0
JUN,ITSN1,677.0
JUN,PPME1,458.0
JUN,ZFP35,480.0
JUN,RRM1,682.0
JUN,ANAPC2,444.0
JUN,FAM76B,559.0
JUN,RBM18,567.0
JUN,IRAK3,1390.0
JUN,UAP1L1,807.0
JUN,H2-M3,664.0
JUN,ZFP451,749.0
JUN,DCAF13,616.0
JUN,CYB5R1,653.0
JUN,IRF1,1312.0
JUN,CTNNA1,1039.0
JUN,CD300A,772.0
JUN,WDR75,396.0
JUN,SGPL1,738.0
JUN,DCAF11,517.0
JUN,GPCPD1,557.0
JUN,FGFR1OP,569.0
JUN,ABHD4,391.0
JUN,TRIM30A,614.0
JUN,ADO,473.0
JUN,MAP2K1,475.0
JUN,MS4A6C,668.0
JUN,ACOX1,451.0
JUN,MSMO1,473.0
JUN,CYP51,620.0
JUN,B230219D22RIK,729.0
JUN,TOPORS,662.0
JUN,FAM120B,575.0
JUN,SERINC1,514.0
JUN,PQLC1,521.0
JUN,MAD2L1,454.0
JUN,HACD4,534.0
JUN,RASA4,573.0
JUN,WDR4,580.0
JUN,PIK3CG,574.0
JUN,FDFT1,484.0
JUN,SACM1L,806.0
JUN,DMTF1,617.0
JUN,POLR2B,410.0
JUN,CDC42SE2,537.0
JUN,TVP23B,478.0
JUN,MINDY1,472.0
JUN,CRK,543.0
JUN,PSAT1,739.0
JUN,IFIH1,625.0
JUN,OXR1,447.0
JUN,MED16,385.0
JUN,INTS13,476.0
JUN,CLN5,617.0
JUN,DENND2D,986.0
JUN,PACSIN2,864.0
JUN,PMPCA,583.0
JUN,NOP2,789.0
JUN,STX12,554.0
JUN,FBXO11,592.0
JUN,PPP6C,545.0
JUN,AACS,666.0
JUN,GMFB,625.0
JUN,ZFP512,360.0
JUN,USP37,399.0
JUN,SLC12A6,762.0
JUN,CEP70,1240.0
JUN,KLHL24,1088.0
JUN,TPST2,459.0
JUN,ENTPD5,625.0
JUN,NARFL,434.0
JUN,USP4,321.0
JUN,UMPS,400.0
JUN,CASP1,575.0
JUN,GSR,521.0
JUN,IER3,1480.0
JUN,LAPTM4B,405.0
JUN,DNAJC5,374.0
JUN,RNF13,710.0
JUN,TSPAN14,310.0
JUN,XPC,476.0
JUN,WARS,597.0
JUN,CCDC137,572.0
JUN,RHOH,768.0
JUN,EXOC3,584.0
JUN,XAB2,462.0
JUN,OSBPL2,569.0
JUN,IRF9,449.0
JUN,ZMYM2,514.0
JUN,AFF4,555.0
JUN,DUS1L,319.0
JUN,METAP1,469.0
JUN,DHX58,324.0
JUN,YOD1,981.0
JUN,PSD4,546.0
JUN,BC005561,733.0
JUN,PARP8,562.0
JUN,LEPROT,761.0
JUN,ICAM1,1313.0
JUN,CALU,438.0
JUN,TMEM97,1154.0
JUN,GRK3,1401.0
JUN,TMEM175,433.0
JUN,CYTH4,493.0
JUN,NUDCD3,535.0
JUN,NDOR1,464.0
JUN,E2F6,927.0
JUN,ACAA2,426.0
JUN,MOGS,477.0
JUN,VAV3,483.0
JUN,RARS,363.0
JUN,LONP2,388.0
JUN,PRPF4,485.0
JUN,BMI1,604.0
JUN,INO80D,583.0
JUN,FUCA2,486.0
JUN,D230025D16RIK,478.0
JUN,PQLC3,450.0
JUN,ETFBKMT,826.0
JUN,MORC3,505.0
JUN,CSF3R,1026.0
JUN,MCM4,449.0
JUN,CLPX,454.0
JUN,SETD2,594.0
JUN,HARS2,769.0
JUN,POLD1,411.0
JUN,CHRNB1,324.0
JUN,POLR1B,312.0
JUN,ELOVL1,393.0
JUN,DDHD2,477.0
JUN,MLKL,507.0
JUN,HLF,458.0
JUN,PRMT7,370.0
JUN,1110059E24RIK,311.0
JUN,ARHGAP1,426.0
JUN,ITGAL,579.0
JUN,PDZK1IP1,629.0
JUN,APOE,458.0
JUN,TRIM35,364.0
JUN,NCEH1,407.0
JUN,TIFA,724.0
JUN,CTSL,385.0
JUN,SMIM15,704.0
JUN,AKAP8L,479.0
JUN,MGRN1,419.0
JUN,ANXA3,447.0
JUN,SIKE1,368.0
JUN,SC5D,372.0
JUN,PPIL4,424.0
JUN,CTPS2,559.0
JUN,EML4,561.0
JUN,SLC35A1,568.0
JUN,CCDC50,499.0
JUN,HIST1H2BC,409.0
JUN,CNOT7,575.0
JUN,IPO9,853.0
JUN,MYO1F,512.0
JUN,ANAPC4,561.0
JUN,IL15,1566.0
JUN,HMGCS1,324.0
JUN,IL4RA,1101.0
JUN,PTTG1IP,544.0
JUN,IARS,438.0
JUN,ARHGEF39,766.0
JUN,LCP2,410.0
JUN,CYBC1,510.0
JUN,TMEM129,254.0
JUN,TACC3,254.0
JUN,PRIM2,596.0
JUN,MAN1A,902.0
JUN,CYLD,467.0
JUN,ALAS1,1044.0
JUN,CMTM6,421.0
JUN,GNAI3,432.0
JUN,COPB1,397.0
JUN,ELP3,513.0
JUN,OASL2,483.0
JUN,FOS,388.0
JUN,ZFP1,354.0
JUN,EYA1,512.0
JUN,CYB5R3,461.0
JUN,KLHL7,411.0
JUN,HERC4,300.0
JUN,SNX30,338.0
JUN,WBP1L,308.0
JUN,H2-DMB1,848.0
JUN,ZFP263,533.0
JUN,TRIM44,568.0
JUN,UBA3,1056.0
JUN,ALDH6A1,363.0
JUN,SDHAF2,537.0
JUN,ANXA6,417.0
JUN,RABGGTB,314.0
JUN,DDX58,496.0
JUN,GLB1,434.0
JUN,CTSH,514.0
JUN,BID,261.0
JUN,NEK9,456.0
JUN,STAT6,491.0
JUN,PIM2,1468.0
JUN,GANAB,337.0
JUN,CD74,1175.0
JUN,ITFG1,698.0
JUN,GYG,683.0
JUN,CSGALNACT2,499.0
JUN,SHMT1,759.0
JUN,MFSD14B,370.0
JUN,FCER1G,352.0
JUN,FAM160B1,236.0
JUN,GUF1,354.0
JUN,ADCK1,274.0
JUN,GOLPH3L,342.0
JUN,ANXA1,348.0
JUN,COA5,509.0
JUN,OTUD6B,265.0
JUN,PYGL,330.0
JUN,ZNRF2,253.0
JUN,ZFP68,371.0
JUN,FAM168B,382.0
JUN,VPS11,414.0
JUN,NELFB,262.0
JUN,GMCL1,243.0
JUN,NCLN,455.0
JUN,RANBP3,428.0
JUN,CNRIP1,407.0
JUN,SLC39A6,541.0
JUN,UBR7,377.0
JUN,MCFD2,301.0
JUN,CDS2,353.0
JUN,CHD9,412.0
JUN,CUL2,456.0
JUN,RNF115,343.0
JUN,MCM5,254.0
JUN,TMEM206,431.0
JUN,1700017B05RIK,647.0
JUN,SLC35B4,290.0
JUN,TRAFD1,766.0
JUN,RCSD1,1162.0
JUN,ABCD1,276.0
JUN,TAPBPL,425.0
JUN,RMND5B,729.0
JUN,METTL27,875.0
JUN,DHRS3,354.0
JUN,RGS2,269.0
JUN,RELT,340.0
JUN,CSF2RB,356.0
JUN,NFAT5,687.0
JUN,OSBPL1A,420.0
JUN,SLFN8,341.0
JUN,SLC2A3,415.0
JUN,CD52,289.0
JUN,CDK17,631.0
JUN,VWA5A,764.0
JUN,COG7,1025.0
JUN,F11R,645.0
JUN,PTDSS1,348.0
JUN,PPOX,317.0
JUN,EMILIN1,379.0
JUN,MCM2,291.0
JUN,EXT2,552.0
JUN,AP1G2,302.0
JUN,DHRS1,292.0
JUN,PJA2,229.0
JUN,CAPN7,797.0
JUN,TCP11L2,386.0
JUN,MFSD1,239.0
JUN,SH2D3C,503.0
JUN,ST6GALNAC4,473.0
JUN,FGL2,356.0
JUN,IL15RA,809.0
JUN,SLC6A6,285.0
JUN,TIPIN,272.0
JUN,SERPINB9,457.0
JUN,RBL2,375.0
JUN,NFAM1,378.0
JUN,PPT1,367.0
JUN,UBA5,625.0
JUN,RFC5,430.0
JUN,LDAH,342.0
JUN,HEXA,533.0
JUN,STK17B,514.0
JUN,H2-AA,467.0
JUN,PXK,943.0
JUN,NEK6,746.0
JUN,STARD4,258.0
JUN,ORAI3,203.0
JUN,DRAM2,293.0
JUN,CEPT1,293.0
JUN,WWP2,463.0
JUN,STX7,294.0
JUN,CRNKL1,326.0
JUN,NDFIP2,626.0
JUN,ZFP24,357.0
JUN,SQLE,302.0
JUN,PPAT,330.0
JUN,MAST3,255.0
JUN,WDR41,324.0
JUN,ELP2,351.0
JUN,RNF219,403.0
JUN,CCL9,377.0
JUN,SMAD3,355.0
JUN,BC035044,955.0
JUN,PGM1,309.0
JUN,APEH,209.0
JUN,RPA1,207.0
JUN,CASP2,312.0
JUN,PACS1,948.0
JUN,ACSL3,300.0
JUN,CDK19,195.0
JUN,RNF6,502.0
JUN,FES,272.0
JUN,USP10,374.0
JUN,METAP1D,241.0
JUN,ZDHHC6,399.0
JUN,ALG2,207.0
JUN,TMX3,212.0
JUN,LIG1,209.0
JUN,TMEM186,247.0
JUN,CSTF2,383.0
JUN,ACOT9,337.0
JUN,SIAE,255.0
JUN,RNF2,282.0
JUN,GYPC,629.0
JUN,POLE3,216.0
JUN,ADAMTS10,505.0
JUN,TMEM109,302.0
JUN,ZFP472,557.0
JUN,LYN,622.0
JUN,ARF3,246.0
JUN,ZFP141,370.0
JUN,ALDH9A1,243.0
JUN,FAM91A1,329.0
JUN,MTAP,359.0
JUN,RAB18,465.0
JUN,MIS12,252.0
JUN,DPH6,248.0
JUN,TMEM106B,268.0
JUN,IL21R,525.0
JUN,EYA2,855.0
JUN,SPECC1L,392.0
JUN,APLP2,325.0
JUN,PFKP,393.0
JUN,GRN,281.0
JUN,MAP4K2,848.0
JUN,PREP,398.0
JUN,DHFR,208.0
JUN,ABL1,244.0
JUN,PSMF1,294.0
JUN,ARHGAP25,322.0
JUN,NCF1,980.0
JUN,RNASEL,277.0
JUN,RCN2,420.0
JUN,MBTPS1,256.0
JUN,IRGM2,512.0
JUN,OTULINL,292.0
JUN,TUBGCP3,284.0
JUN,ATP13A1,302.0
JUN,LZTR1,187.0
JUN,IL27RA,683.0
JUN,WDR73,231.0
JUN,SPTLC1,309.0
JUN,DYNC1LI2,299.0
JUN,TBC1D9B,454.0
JUN,WDR5,230.0
JUN,LAP3,325.0
JUN,GBA2,300.0
JUN,ATG12,193.0
JUN,AP3S1,193.0
JUN,PON3,265.0
JUN,WDR55,136.0
JUN,INPP5B,565.0
JUN,ZFP397,190.0
JUN,ZZZ3,241.0
JUN,PPIC,948.0
JUN,WLS,585.0
JUN,TMX1,310.0
JUN,CNP,304.0
JUN,PCYT2,222.0
JUN,TOLLIP,279.0
JUN,ZFP930,308.0
JUN,ATP6AP2,302.0
JUN,ATG4B,309.0
JUN,SLC19A1,411.0
JUN,NRBP1,324.0
JUN,PIGQ,569.0
JUN,MRPL37,245.0
JUN,SEC22A,324.0
JUN,NDE1,307.0
JUN,PRKCH,247.0
JUN,SUPT7L,386.0
JUN,ZKSCAN3,314.0
JUN,ARMC8,201.0
JUN,MOB3C,421.0
JUN,RNF145,419.0
JUN,FTSJ3,262.0
JUN,NCAPD2,313.0
JUN,CHUK,300.0
JUN,TSC22D3,192.0
JUN,HPCAL1,238.0
JUN,BCLAF3,214.0
JUN,ABRAXAS2,197.0
JUN,GMNN,194.0
JUN,ASB8,305.0
JUN,GM12250,378.0
JUN,TYMS,271.0
JUN,JPT2,220.0
JUN,NGLY1,399.0
JUN,PRODH,459.0
JUN,INKA1,445.0
JUN,NUDT16,317.0
JUN,UNC93B1,356.0
JUN,TRMT11,309.0
JUN,PARP12,553.0
JUN,CTDSP2,270.0
JUN,SNAP47,216.0
JUN,STT3B,201.0
JUN,APPL2,516.0
JUN,ATP6V1A,352.0
JUN,TMEM50B,446.0
JUN,CYP2J6,379.0
JUN,STXBP4,227.0
JUN,FAR1,319.0
JUN,PDCL,208.0
JUN,JAK3,222.0
JUN,SNX4,286.0
JUN,SAT1,256.0
JUN,ISYNA1,253.0
JUN,NSMAF,626.0
JUN,EXD2,419.0
JUN,MAU2,241.0
JUN,MAN2B2,199.0
JUN,SMAD2,359.0
JUN,ZFP110,431.0
JUN,FBH1,158.0
JUN,ZFP871,592.0
JUN,PPM1H,269.0
JUN,ANKFY1,335.0
JUN,WDR6,189.0
JUN,PNO1,199.0
JUN,MAP2K5,335.0
JUN,IGTP,234.0
JUN,PTGS1,195.0
JUN,TMEM164,331.0
JUN,PADI4,358.0
JUN,PCMTD2,190.0
JUN,TRIM59,205.0
JUN,FNTA,227.0
JUN,PANX1,243.0
JUN,REXO4,248.0
JUN,LRRCC1,170.0
JUN,CERS5,187.0
JUN,MSH6,193.0
JUN,FLNB,239.0
JUN,FADS1,205.0
JUN,HSDL1,180.0
JUN,PLEKHB2,188.0
JUN,TK2,246.0
JUN,MFAP3,217.0
JUN,MFGE8,223.0
JUN,PIK3C3,241.0
JUN,VILL,687.0
JUN,TAF12,261.0
JUN,PUS7,255.0
JUN,CDC7,236.0
JUN,DECR1,285.0
JUN,MLLT3,173.0
JUN,CCNB2,171.0
JUN,SSH3,220.0
JUN,ICA1,288.0
JUN,PCLAF,181.0
JUN,PRKACB,273.0
JUN,GRINA,274.0
JUN,FCHO2,274.0
JUN,CTSO,325.0
JUN,FUT7,195.0
JUN,SERPINB1A,639.0
JUN,H1F0,258.0
JUN,BAG2,303.0
JUN,ZFP120,379.0
JUN,IRF8,429.0
JUN,PARP9,295.0
JUN,GPR65,221.0
JUN,NUDT19,297.0
JUN,ARHGAP4,259.0
JUN,ENPP4,270.0
JUN,CROT,202.0
JUN,SLC2A1,296.0
JUN,PEAR1,593.0
JUN,GOLT1B,181.0
JUN,SLC39A11,136.0
JUN,CPQ,226.0
JUN,SNAPC3,201.0
JUN,CERK,197.0
JUN,INPP1,190.0
JUN,MCM3,208.0
JUN,MAPK9,181.0
JUN,ATP6AP1,202.0
JUN,H2-AB1,443.0
JUN,TMEM263,380.0
JUN,ARRDC3,339.0
JUN,CCNG1,327.0
JUN,COQ8A,204.0
JUN,ZBTB38,345.0
JUN,GLIPR2,185.0
JUN,VPS35,220.0
JUN,RAB31,337.0
JUN,ORC6,220.0
JUN,UTP4,203.0
JUN,TOP2A,147.0
JUN,NAGA,272.0
JUN,ITPK1,265.0
JUN,RPS6KA3,200.0
JUN,PCTP,127.0
JUN,INTS6L,186.0
JUN,SELENBP1,265.0
JUN,IFI44,230.0
JUN,ABCG2,159.0
JUN,DCAF4,216.0
JUN,ANKRD46,312.0
JUN,TWSG1,372.0
JUN,BTK,212.0
JUN,PHACTR2,231.0
JUN,AGPS,216.0
JUN,ST8SIA4,154.0
JUN,GDI1,325.0
JUN,FIG4,139.0
JUN,CSAD,443.0
JUN,POGLUT1,208.0
JUN,SLC17A9,193.0
JUN,PLBD2,167.0
JUN,SLC25A46,172.0
JUN,CAMK1,156.0
JUN,SNAP23,310.0
JUN,CCNG2,277.0
JUN,ARHGEF3,180.0
JUN,4833439L19RIK,155.0
JUN,PXYLP1,198.0
JUN,SLC44A2,140.0
JUN,TNFRSF13B,381.0
JUN,RNF125,377.0
JUN,CASD1,227.0
JUN,SWAP70,279.0
JUN,TAPT1,202.0
JUN,SCARF1,216.0
JUN,MPND,214.0
JUN,HELLS,244.0
JUN,ANKRD27,229.0
JUN,PSTPIP1,274.0
JUN,RAB37,156.0
JUN,KIDINS220,138.0
JUN,B4GALT4,349.0
JUN,PLCB2,215.0
JUN,MYO1G,248.0
JUN,RCN1,246.0
JUN,SPTLC2,122.0
JUN,SLC35B3,324.0
JUN,IL12A,800.0
JUN,GFI1,320.0
JUN,FGD2,174.0
JUN,NEK7,131.0
JUN,AK3,202.0
JUN,SP100,174.0
JUN,PRIM1,109.0
JUN,MOV10,179.0
JUN,DYNLT3,208.0
JUN,CPT1A,152.0
JUN,RNASE6,164.0
JUN,MYCN,145.0
JUN,GNG12,264.0
JUN,MTFR1,263.0
JUN,MGAT5,261.0
JUN,FCGR2B,157.0
JUN,TESPA1,242.0
JUN,NSDHL,122.0
JUN,STAP1,118.0
JUN,PCP4L1,234.0
JUN,FBXL5,231.0
JUN,1600014C10RIK,126.0
JUN,SMPD2,119.0
JUN,OAS1A,149.0
JUN,KRT18,217.0
JUN,PML,109.0
JUN,ITGA6,116.0
JUN,EDEM2,108.0
JUN,TRMT2B,199.0
JUN,TM7SF3,199.0
JUN,TFR2,195.0
JUN,PLIN2,104.0
JUN,H2-OB,130.0
JUN,CD84,188.0
JUN,SPNS2,180.0
JUN,SH2D5,179.0
JUN,EPSTI1,177.0
JUN,CSGALNACT1,177.0
JUN,DCTD,176.0
JUN,MFNG,169.0
JUN,IRF7,163.0
JUN,ELOVL6,161.0
JUN,SHISA8,159.0
JUN,GIMAP5,159.0
JUN,RRM2,157.0
JUN,CD48,156.0
JUN,ITM2A,155.0
JUN,CEP68,154.0
JUN,AAR2,152.0
JUN,SLC28A2,149.0
JUN,GMIP,148.0
JUN,VPS39,145.0
JUN,VLDLR,144.0
JUN,MAN2A2,144.0
JUN,RASAL3,142.0
JUN,CERS4,135.0
JUN,CBX7,135.0
JUN,PRPS1,133.0
JUN,BHLHB9,130.0
JUN,ARHGEF18,130.0
JUN,LBP,126.0
JUN,ITIH5,124.0
JUN,CD79B,123.0
JUN,ARHGEF6,123.0
JUN,PLXNC1,120.0
JUN,ZFP592,118.0
JUN,CD9,117.0
JUN,OCRL,114.0
JUN,MAGED2,109.0
JUN,ZFP157,107.0
JUN,TGTP2,106.0
JUN,FLOT2,105.0
JUN,ZFP36,102.0
JUN,PGLYRP2,416.0
JUNB,CTLA2B,1861.0
JUNB,SLC25A45,2170.0
JUNB,CYTIP,1769.0
JUNB,CLEC12A,1617.0
JUNB,P2RY14,1764.0
JUNB,CDT1,2143.0
JUNB,ZFP945,1450.0
JUNB,ATP8B4,1603.0
JUNB,LGALS8,1347.0
JUNB,PLEK,1650.0
JUNB,CD1D1,1686.0
JUNB,PHF11B,1421.0
JUNB,PLD3,2104.0
JUNB,VIPAS39,1709.0
JUNB,ABCB8,1277.0
JUNB,CTSC,1162.0
JUNB,NEURL3,1917.0
JUNB,GBP3,1154.0
JUNB,CASP1,953.0
JUNB,ARHGAP18,1460.0
JUNB,SOCS5,815.0
JUNB,TMEM229B,1255.0
JUNB,CRK,1940.0
JUNB,TNIP3,1370.0
JUNB,UCKL1,908.0
JUNB,CCL4,1139.0
JUNB,ELMO2,1541.0
JUNB,EBI3,1319.0
JUNB,LY6A,1185.0
JUNB,GBP7,952.0
JUNB,PIK3CG,1079.0
JUNB,ARL11,891.0
JUNB,NFKBIA,1209.0
JUNB,PTPN22,1210.0
JUNB,CFP,1048.0
JUNB,GBP2,754.0
JUNB,TMEM71,1009.0
JUNB,UBA7,1255.0
JUNB,TGM2,1367.0
JUNB,PACSIN2,941.0
JUNB,ZFP869,637.0
JUNB,TMEM109,1528.0
JUNB,GNA13,1200.0
JUNB,CISH,971.0
JUNB,GOSR2,1206.0
JUNB,TFEC,1378.0
JUNB,GUSB,1085.0
JUNB,CASP4,885.0
JUNB,KCTD12,774.0
JUNB,APOE,746.0
JUNB,CALCRL,869.0
JUNB,PGGHG,903.0
JUNB,FZR1,1262.0
JUNB,SFXN3,646.0
JUNB,LRMP,685.0
JUNB,FUT7,948.0
JUNB,SERPINA3G,926.0
JUNB,XAF1,651.0
JUNB,VPS4B,860.0
JUNB,MS4A6B,934.0
JUNB,AIG1,778.0
JUNB,TRIM47,939.0
JUNB,HK3,709.0
JUNB,MTMR14,1087.0
JUNB,DUSP2,800.0
JUNB,CAST,644.0
JUNB,SGMS1,524.0
JUNB,RIC8A,767.0
JUNB,JUN,872.0
JUNB,PPP1R15A,740.0
JUNB,DOK2,736.0
JUNB,CHKA,735.0
JUNB,CD300A,543.0
JUNB,CST7,619.0
JUNB,SDF2L1,788.0
JUNB,CYP4V3,597.0
JUNB,TCIRG1,762.0
JUNB,WFDC17,635.0
JUNB,ZFP1,662.0
JUNB,CD53,725.0
JUNB,TMEM43,629.0
JUNB,IL15RA,721.0
JUNB,RANGAP1,429.0
JUNB,ATAD1,803.0
JUNB,UHRF1,749.0
JUNB,TMC6,843.0
JUNB,PROCR,795.0
JUNB,CD69,728.0
JUNB,CLCN4,486.0
JUNB,RTP4,688.0
JUNB,DUSP6,680.0
JUNB,TOR4A,461.0
JUNB,CASP2,612.0
JUNB,ARID5A,667.0
JUNB,GALNT6,528.0
JUNB,FCGR2B,1103.0
JUNB,HMG20A,596.0
JUNB,MARS,717.0
JUNB,RCC1,765.0
JUNB,NDEL1,935.0
JUNB,ZFP451,894.0
JUNB,TCF12,433.0
JUNB,TBXAS1,668.0
JUNB,ADO,575.0
JUNB,MLKL,371.0
JUNB,TNFRSF1B,607.0
JUNB,ANXA5,681.0
JUNB,CDCA4,966.0
JUNB,STRIP1,554.0
JUNB,GALK2,657.0
JUNB,CTSZ,537.0
JUNB,CTLA2A,302.0
JUNB,EYA2,638.0
JUNB,RASSF5,633.0
JUNB,CTC1,557.0
JUNB,ABI1,620.0
JUNB,IRGM1,551.0
JUNB,NEU1,587.0
JUNB,ITGAL,547.0
JUNB,GRK3,573.0
JUNB,GCNT2,394.0
JUNB,ANXA2,251.0
JUNB,RASA3,680.0
JUNB,B230219D22RIK,468.0
JUNB,MYSM1,555.0
JUNB,WARS,587.0
JUNB,ERLIN1,418.0
JUNB,UBE2L6,516.0
JUNB,GIMAP6,620.0
